number,name,notice,count,measure,additive,allergen,cal,protein,fat,carbohydrates,salt
"28492","鶏の炒め物","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）、pH調整剤　調味料(アミノ酸等)　酵素","小麦","167.9","11.739","12.353","4.285","0.99"
"28493","牛とごぼう煮物","4℃以下で保存して下さい。 ","","(１食当たり)","pH調整剤　乳化剤　酸味料、保存料、pH調整剤　調味料　酵素、還元澱粉分解物","小麦","191.0","6.291","14.311","12.838","1.28"
"28494","柳川もどき(ごぼう無し）","4℃以下で保存して下さい。 ","","(１食当たり)","pH調整剤　乳化剤　酸味料、保存料、pH調整剤　調味料　酵素、還元澱粉分解物","卵・小麦","215.8","9.257","17.107","8.840","1.39"
"28495","厚揚げとピーマン煮","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","81.9","4.003","5.007","5.167","0.41"
"28496","小松菜ピーナツ和え","4℃以下で保存して下さい。 ","","(１食当たり)","酸化防止剤（ビタミンE）","小麦・落花生","20.3","0.970","1.246","1.808","0.18"
"28497","大根煮物（輪切り）2個","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","33.0","0.618","0.001","7.907","0.70"
"28498","みそ汁具（春菊・人参）","4℃以下で保存して下さい。 ","","(１食当たり)","","","4.8","0.391","0.075","0.995","0.02"
"28499","春菊からしあえ","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","36.2","2.220","1.656","4.202","0.70"
"28500","味噌汁（さつま揚げ・人参）","4℃以下で保存して下さい。 ","","(１食当たり)","pH調整剤　乳化剤　酸味料","卵・小麦","14.2","0.641","0.334","2.460","0.17"
"28501","茄子と枝豆の生姜煮","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","18.0","1.042","0.349","3.221","0.29"
"28502","大豆ミートのハンバーグ","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","90.4","7.200","2.880","10.000","0.96"
"28503","味噌汁具（からし菜・人参）","4℃以下で保存して下さい。 ","","(１食当たり)","","","7.5","0.808","0.032","1.469","0.05"
"28504","鶏の味噌煮(きのこ無）","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","208.2","11.724","11.827","15.353","1.12"
"28505","白菜煮びたし","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","26.9","1.337","1.037","3.319","0.48"
"28506","えびぷりっとカツ","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦・えび","168.1","5.000","10.850","12.650","0.40"
"28507","ピーマン炒め(きのこ無）","4℃以下で保存して下さい。 ","","(１食当たり)","","","8.7","0.222","0.315","0.014","0.14"
"28508","里芋くるみ和え(ツナ無し）","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","48.9","1.327","1.036","9.017","0.29"
"28509","さつま揚げ煮物","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）、還元澱粉分解物","卵・小麦","90.6","4.543","2.014","14.722","1.46"
"28510","治部煮(きのこ無)","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）、pH調整剤　調味料(アミノ酸等)","小麦","186.6","12.119","11.712","9.931","1.18"
"28511","治部煮(肉なし)","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）、pH調整剤　調味料(アミノ酸等)","小麦","102.0","6.323","3.552","12.729","1.15"
"28512","味噌汁具（こんにゃく・人参）","4℃以下で保存して下さい。 ","","(１食当たり)","","","8.6","0.138","0.066","2.502","0.02"
"28513","茄子ケチャップソース(肉なし)","4℃以下で保存して下さい。 ","","(１食当たり)","","","48.9","0.615","0.867","10.536","0.33"
"28514","小松菜の煮物","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","19.3","0.821","0.049","4.101","0.51"
"28515","大根葉とちくわの炒め物","4℃以下で保存して下さい。 ","","(１食当たり)","","","18.2","0.999","0.949","1.925","0.37"
"28516","ロールキャベツ煮物(2個)","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","78.3","2.638","3.761","9.176","0.58"
"28517","ラーメン具（キャベツ）","4℃以下で保存して下さい。 ","","(１食当たり)","","","4.8","0.225","0.050","1.150","0.00"
"28518","もやしの中華炒め","4℃以下で保存して下さい。 ","","(１食当たり)","","","17.5","1.585","1.119","1.212","0.00"
"28519","みそ汁（キャベツ・にんじん）","4℃以下で保存して下さい。 ","","(１食当たり)","","","4.0","0.147","0.036","1.018","0.01"
"28520","煮込み大豆ミートハンバーグ","4℃以下で保存して下さい。 ","","(１食当たり)","pH調整剤　調味料(アミノ酸等)","小麦","107.3","7.522","3.354","12.805","1.39"
"28521","みそ汁（かまぼこ・油あげ）","4℃以下で保存して下さい。 ","","(１食当たり)","","卵・乳成分","46.4","3.150","3.000","1.710","0.36"
"28522","冷やし中華（ハム）","4℃以下で保存して下さい。 ","","(１食当たり)","","卵・豆・豚","15.8","2.340","0.255","1.005","0.54"
"28523","白菜の和え物(海藻無し)","4℃以下で保存して下さい。 ","","(１食当たり)","","乳成分・小麦","12.5","0.517","0.451","1.890","0.21"
"28524","すまし具（水菜）","4℃以下で保存して下さい。 ","","(１食当たり)","","","2.5","0.242","0.011","0.528","0.01"
"28525","小松菜と油揚げの煮物","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","32.6","1.749","1.811","2.779","0.33"
"28526","トマトソース煮込み(大豆ハンバーグ)","4℃以下で保存して下さい。 ","","(１食当たり)","pH調整剤　調味料(アミノ酸等)","小麦","107.3","7.522","3.354","12.805","1.39"
"28527","味噌汁具（水菜・人参）","4℃以下で保存して下さい。 ","","(１食当たり)","","","4.6","0.337","0.024","1.058","0.02"
"28528","厚揚げとかぶの煮物","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）、pH調整剤　調味料(アミノ酸等)","小麦","151.2","4.525","9.418","12.049","1.37"
"28529","豆腐ステーキ","4℃以下で保存して下さい。 ","","(１食当たり)","","卵","102.0","3.960","7.740","3.840","0.78"
"28530","オムレツ（プレーン）1個","4℃以下で保存して下さい。 ","","(１食当たり)","","卵・小麦","39.0","3.030","2.460","1.170","0.24"
"28531","オムレツ（プレーン）2個","4℃以下で保存して下さい。 ","","(１食当たり)","","卵・小麦","78.0","6.060","4.920","2.340","0.48"
"28532","味噌汁具（油揚げ・刻み蒲鉾）","4℃以下で保存して下さい。 ","","(１食当たり)","pH調整剤　調味料(アミノ酸等)","卵・小麦","48.4","3.318","3.213","1.551","0.21"
"28533","玉葱ケチャップ炒め(肉なし)","4℃以下で保存して下さい。 ","","(１食当たり)","pH調整剤　調味料(アミノ酸等)","","41.9","0.821","1.530","7.019","0.71"
"28534","すし具（菜の花）","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","10.8","1.266","0.161","1.651","0.12"
"28535","いんげん和え物","4℃以下で保存して下さい。 ","","(１食当たり)","","","19.5","0.838","0.899","2.749","0.39"
"28536","豆腐ステーキ(2個)","4℃以下で保存して下さい。 ","","(１食当たり)","","卵","136.0","5.280","10.320","5.120","1.04"
"28537","あんかけ麺の具(肉なし)","4℃以下で保存して下さい。 ","","(１食当たり)","pH調整剤　調味料(アミノ酸等)","","44.2","2.251","0.985","7.311","1.57"
"28538","あんかけ麺の具（たけのこ無し）","4℃以下で保存して下さい。 ","","(１食当たり)","pH調整剤　調味料(アミノ酸等)","","95.0","3.949","6.269","6.600","1.59"
"28539","あんかけ（大根）","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","17.2","0.575","0.020","3.894","0.44"
"28540","トンカツ","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","172.9","7.620","10.160","12.540","0.42"
"28541","磯辺揚げ（ちくわ）2個","4℃以下で保存して下さい。 ","","(１食当たり)","増粘剤（加工デンプン）炭酸Ca　調味料（アミノ酸）pH調整剤、膨張剤　塩化Ca　キシロース","卵・小麦","96.9","2.072","7.372","5.600","0.39"
"28542","アジフライ","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","184.0","7.080","11.860","11.700","0.42"
"28543","チンゲン菜辛子あえ","4℃以下で保存して下さい。","","(１食当たり)","","小麦","13.1","0.833","0.271","2.275","0.44"
"28544","かやくごはん（海藻無し）","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","51.6","3.348","4.022","1.16","0.27"
"28545","ひじきごはん（肉無し）","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","27.8","1.474","1.794","2.508","0.41"
"28546","鶏じゃが（たまねぎ・人参）","4℃以下で保存して下さい。 ","","(１食当たり)","加工デンプン、凝固剤、保存料（アルコール）、pH調整剤　調味料(アミノ酸等)","乳成分・小麦","107.2","3.074","5.578","11.033","0.89"
"28547","根菜入り鶏つくね(1個)","4℃以下で保存して下さい。 ","","(１食当たり)","","卵・乳成分・小麦","39.0","2.580","1.470","3.690","0.33"
"28548","コインキャロット","4℃以下で保存して下さい。 ","","(１食当たり)","","","5.6","0.109","0.016","1.326","0.01"
"28549","キャロット(2個)","4℃以下で保存して下さい。 ","","(１食当たり)","","","5.1","0.139","0.040","1.485","0.00"
"28550","マカロニ炒め","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","32.2","1.245","0.164","6.638","0.31"
"28551","ブロッコリーの炒め物","4℃以下で保存して下さい。 ","","(１食当たり)","","","19.6","2.216","0.727","2.720","0.25"
"28552","和え物（じゃがいも・グリンピース）","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","33.9","1.045","0.042","7.735","0.41"
"28553","胡麻和え（小松菜・人参）","4℃以下で保存して下さい。 ","","(１食当たり)","pH調整剤　調味料(アミノ酸等)","乳成分・小麦","20.2","0.999","0.622","3.184","0.40"
"28554","人参インゲン豚バラ巻き（3個）","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","92.9","3.240","6.480","4.698","0.05"
"28555","すし具（人参煮）","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","6.9","0.147","0.042","1.973","0.09"
"28556","スープ具（パプリカ）","4℃以下で保存して下さい。 ","","(１食当たり)","","","5.6","0.160","0.040","1.320","0.00"
"28557","みそ汁（小松菜）","4℃以下で保存して下さい。 ","","(１食当たり)","","","1.4","0.160","0.010","0.300","0.00"
"28558","味噌汁具（からし菜・玉葱）","4℃以下で保存して下さい。 ","","(１食当たり)","","","8.1","0.603","0.029","1.721","0.03"
"28559","カツオ節和え（小松菜）","4℃以下で保存して下さい。 ","","(１食当たり)","pH調整剤　調味料(アミノ酸等)","小麦","8.7","0.727","0.038","1.946","0.30"
"28560","具（青梗菜）","4℃以下で保存して下さい。 ","","(１食当たり)","","","5.2","0.423","0.047","1.128","0.05"
"28561","チキンナゲット","4℃以下で保存して下さい。 ","","(１食当たり)","","卵・乳成分・小麦","113.9","5.920","8.000","4.760","0.36"
"28562","鱈の塩焼き","4℃以下で保存して下さい。 ","","(１食当たり)","","","45.0","10.740","0.240","0.000","0.51"
"28563","すきやき(肉無し）","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）、pH調整剤　調味料(アミノ酸等)","小麦","44.6","2.214","0.238","9.503","0.69"
"28564","釜飯の具(肉なし）","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）、pH調整剤　調味料(アミノ酸等)","小麦","54.1","2.487","1.282","8.459","1.02"
"28565","人参インゲン豚バラ巻(2個）","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","61.9","2.160","4.320","3.132","0.04"
"28566","イカ天ぷら(1個）","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","85.4","3.570","5.300","5.790","0.51"
"28567","スパゲティー炒め","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","43.2","1.585","0.687","8.038","0.55"
"28568","じゃがいもツナあえ","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","41.3","1.853","0.075","8.519","0.50"
"28569","胡麻和え（ブロッコリー）","4℃以下で保存して下さい。 ","","(１食当たり)","","乳成分・小麦","32.4","2.247","1.447","3.751","0.34"
"28570","塩焼きそばの具（肉無し）","4℃以下で保存して下さい。 ","","(１食当たり)","pH調整剤　調味料(アミノ酸等)","","24.5","0.656","0.744","4.693","0.36"
"28571","肉詰ピーマン(2個）","4℃以下で保存して下さい。 ","","(１食当たり)","","卵・乳成分・小麦","51.6","3.000","1.980","5.640","0.48"
"28572","肉詰ピーマン(1個）","4℃以下で保存して下さい。 ","","(１食当たり)","","卵・乳成分・小麦","25.8","1.500","0.990","2.820","0.24"
"28573","みそ汁（大根葉、たまねぎ）","4℃以下で保存して下さい。 ","","(１食当たり)","","","6.3","0.396","0.042","1.371","0.02"
"28574","食べるスープ（卵なし）","4℃以下で保存して下さい。 ","","(１食当たり)","","","6.8","0.025","0.012","1.599","0.14"
"28575","厚揚げ豆腐煮物(いんげん入り)","4℃以下で保存して下さい。 ","","(１食当たり)","加工デンプン、凝固剤、保存料（アルコール）","乳成分・小麦","48.8","2.192","2.502","4.360","0.55"
"28576","もやしの中華炒め","4℃以下で保存して下さい。 ","","(１食当たり)","","","17.5","1.585","1.119","1.212","0.00"
"28577","炒め（つきこん金平・きのこなし）","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","22.7","0.510","0.679","4.967","0.29"
"28578","あんかけ（鰤）","4℃以下で保存して下さい。 ","","(１食当たり)","","","154.2","12.840","10.560","0.180","0.46"
"28579","肉詰ピーマン(1個)","4℃以下で保存して下さい。 ","","(１食当たり)","","卵・乳成分・小麦","25.8","1.500","0.990","2.820","0.24"
"28580","えびプリっとカツ","4℃以下で保存して下さい。 ","","(１食当たり)","","","150.4","5","8.85","12.65","0.4"
"28581","大根葉お浸し","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","8.9","0.845","0.087","1.779","0.10"
"28582","照り焼きチキンステーキ(2個）","4℃以下で保存して下さい。 ","","(１食当たり)","リン酸塩(Na)、増粘剤（加工デンプン、キサンタン）、酒精、調味料（アミノ酸）、カラメル色素","小麦","152.0","13.120","8.800","5.040","1.20"
"28583","肉詰なす（3個）","4℃以下で保存して下さい。 ","","(１食当たり)","調味料（アミノ酸）、ピロリン酸Na","卵・小麦","50.3","2.850","1.650","6.375","0.38"
"28584","梅しそ竜田（3個）","4℃以下で保存して下さい。 ","","(１食当たり)","","卵・乳成分・小麦","234.4","12.069","15.994","9.558","1.05"
"28585","ロールキャベツコンソメ煮","4℃以下で保存して下さい。 ","","(１食当たり)","","乳成分・小麦","73.3","2.543","3.799","7.979","0.63"
"28586","イカ天ぷら(2個）","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","170.8","7.140","10.600","11.580","1.02"
"28587","あんかけ（大根）","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","16.2","0.538","0.019","3.693","0.34"
"28588","とり天","4℃以下で保存して下さい。 ","","(１食当たり)","調味料（アミノ酸）、膨張剤","小麦","163.1","7.500","12.500","4.700","0.20"
"28589","ミニ千草焼き(2個)","4℃以下で保存して下さい。 ","","(１食当たり)","リン酸塩(Na)、調味料（アミノ酸等）、ベーキングパウダー、着色料（カロチノイド）","卵","35.6","2.280","1.160","4.120","0.48"
"28590","国産若鳥の梅しそ竜田(2個)","4℃以下で保存して下さい。 ","","(１食当たり)","","卵・乳成分・小麦","187.0","8.046","14.126","6.372","0.70"
"28591","鱈のカレー焼き","4℃以下で保存して下さい。 ","","(１食当たり)","","","44.5","10.489","0.225","0.243","0.47"
"28592","カレイ味噌煮","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","61.1","9.696","0.723","3.878","0.66"
"28593","切干大根炒め煮（きのこなし）","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）、pH調整剤　調味料(アミノ酸等)","小麦","27.7","0.578","0.842","5.016","0.27"
"28594","味噌汁具（玉葱・牛蒡）","4℃以下で保存して下さい。 ","","(１食当たり)","pH調整剤　乳化剤　酸味料","","7.7","0.210","0.028","1.944","0.01"
"28595","赤魚味噌焼き","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","68.8","8.852","1.812","3.585","0.51"
"28596","大根胡麻和え","4℃以下で保存して下さい。 ","","(１食当たり)","","乳成分・小麦","18.7","0.530","0.594","3.109","0.28"
"28597","キャベツ煮びたし","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","27.5","1.280","1.039","3.735","0.43"
"28598","グリルハンバーグ","4℃以下で保存して下さい。 ","","(１食当たり)","pH調整剤、調味料（アミノ酸）、グリシン、リン酸塩(Na)、着色料（紅麹、ラック、カロチノイド）、香料","卵・乳成分・小麦","130.2","6.240","8.700","5.880","0.84"
"28599","カニカマ天ぷら磯辺揚げ(1個)","4℃以下で保存して下さい。 ","","(１食当たり)","","卵・乳成分・小麦・えび・かに","27.8","1.020","0.640","4.320","0.24"
"28600","カニカマ天ぷら磯辺揚げ(2個)","4℃以下で保存して下さい。 ","","(１食当たり)","","卵・乳成分・小麦・えび・かに","55.6","2.040","1.280","8.640","0.48"
"28601","味噌汁具（竹輪・人参）","4℃以下で保存して下さい。 ","","(１食当たり)","","","13.2","0.698","0.403","1.869","0.13"
"28602","フィッシュフライ","4℃以下で保存して下さい。 ","","(１食当たり)","調味料（アミノ酸）、増粘剤（グァーガム）","小麦","144.8","5.950","9.590","8.600","0.45"
"28603","添え　炒め（ポテト）","4℃以下で保存して下さい。 ","","(１食当たり)","","","22.4","0.628","0.036","5.065","0.21"
"28604","みりん焼き（鰤）","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","159.1","12.889","10.560","1.284","0.16"
"28605","みそ汁具（春菊・人参）","4℃以下で保存して下さい。 ","","(１食当たり)","","","4.8","0.391","0.075","0.995","0.02"
"28606","グリルハンバーグ80g","4℃以下で保存して下さい。 ","","(１食当たり)","","卵・乳成分・小麦","173.6","8.320","11.600","7.840","1.12"
"28607","カレールーフライ","4℃以下で保存して下さい。 ","","(１食当たり)","着色料（カラメル、アナトー）、加工デンプン、調味料（アミノ酸）、粘着多糖類","乳成分・小麦","159.9","2.600","11.500","11.500","0.65"
"28608","白身フライ","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","74.0","5.800","1.350","9.650","0.45"
"28609","あんかけ（大根）","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","17.2","0.575","0.020","3.894","0.44"
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"38001","さつまいも甘煮（ソフト食）","4℃以下で保存して下さい。 ","","(１食当たり)","","","65.1","0.480","0.080","16.484","0.00"
"38002","オムレツ(ソフト)","4℃以下で保存して下さい。 ","","(１食当たり)","","","79.0","4.994","4.140","4.806","0.60"
"38003","ほうれん草辛し和え(ソフト)","4℃以下で保存して下さい。 ","","(１食当たり)","","","20.9","1.460","0.596","3.201","0.54"
"38004","鶏肉のオイスター炒め(ソフト)","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）、pH調整剤　調味料(アミノ酸等)　酵素","小麦","166.7","10.597","10.403","9.230","1.37"
"38005","チンゲン菜中華炒め(揚げ無)ソフト","4℃以下で保存して下さい。 ","","(１食当たり)","pH調整剤　調味料(アミノ酸等)　酵素","","26.9","1.417","1.581","1.885","0.32"
"38006","千切り煮(揚げ無し)ソフト","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","44.4","2.282","1.889","5.258","0.36"
"38007","切干大根と竹輪の煮物(揚げなし)","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","25.2","0.838","0.155","5.697","0.34"
"38008","小松菜の炒め煮","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","21.9","0.838","0.649","3.774","0.46"
"38009","さつまいも煮物(揚げなし)","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","29.5","0.504","0.058","7.414","0.64"
"38010","ソフト）水菜の煮浸し(揚げ無し）","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","22.0","1.400","0.056","4.841","0.49"
"38011","ソフト）煮びたし(ほうれん草)","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","15.1","1.088","0.102","3.046","0.39"
"38012","ソフト）青梗菜鶏ガラ炒め(揚げ無）","4℃以下で保存して下さい。 ","","(１食当たり)","","","14.5","0.376","0.950","1.542","0.04"
"38013","ソフト)お好み焼き(2個)","4℃以下で保存して下さい。 ","","(１食当たり)","","卵・小麦","47.3","1.798","1.080","7.724","0.13"
"38014","白菜のお浸し（ソフト）","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","22.1","0.624","0.057","5.338","0.60"
"38015","ソフト）キャベツごま和え","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","26.9","0.680","1.518","3.205","0.26"
"38016","小松菜おかか和え(揚げなし)","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","13.9","0.693","0.035","3.216","0.34"
"38017","つきこん白和え(揚げなし）","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","33.6","1.773","1.131","4.796","0.36"
"38018","ひじきのサラダ(揚げなし)","4℃以下で保存して下さい。 ","","(１食当たり)","","","8.4","0.341","0.087","2.304","0.05"
"38019","鶏肉とかぶの煮物(厚揚げ無)","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）、pH調整剤　調味料(アミノ酸等)　酵素","小麦","216.9","8.819","14.928","12.947","1.76"
"38020","大根葉炒め物","4℃以下で保存して下さい。 ","","(１食当たり)","","","18.5","0.842","1.090","2.046","0.50"
"38021","さつま芋とこんにゃく煮物(揚げなし)","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","26.2","0.321","0.043","6.438","0.23"
"38022","釜飯の具（揚げ無し）","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","55.1","2.600","2.355","6.438","0.90"
"38023","厚揚げのオイスター炒め","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","98.0","4.729","5.040","8.677","1.11"
"38024","もやし油炒め","4℃以下で保存して下さい。 ","","(１食当たり)","","","18.8","1.512","1.209","1.453","0.42"
"38025","鶏肉と野菜塩こしょう炒め","4℃以下で保存して下さい。 ","","(１食当たり)","pH調整剤　調味料(アミノ酸等)　酵素","","239.7","17.141","18.322","4.161","1.43"
"38026","茄子の煮びたし(揚げなし)","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","17.4","0.599","0.044","4.142","0.43"
"38027","大根葉の生姜醤油和え","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","15.7","0.826","0.079","3.528","0.30"
"38028","大豆ミートのハンバーグ","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","94.9","7.222","2.880","11.450","0.96"
"38029","メンチカツ","4℃以下で保存して下さい。 ","","(１食当たり)","","乳成分・小麦","219.6","5.896","15.100","15.556","0.78"
"38030","プレーンオムレツ","4℃以下で保存して下さい。 ","","(１食当たり)","","卵","78.5","4.274","4.440","5.552","0.42"
"38031","えびかつ(2個)","4℃以下で保存して下さい。 ","","(１食当たり)","","卵・小麦・えび・かに","189.0","5.116","11.860","15.316","0.78"
"38032","ブロッコリーピーナツ和え","4℃以下で保存して下さい。 ","","(１食当たり)","酸化防止剤（ビタミンE）","小麦・落花生","31.6","2.291","1.396","3.721","0.25"
"38033","小松菜の煮物","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","23.7","0.896","0.049","5.149","0.63"
"38034","大根葉とちくわの炒め物","4℃以下で保存して下さい。 ","","(１食当たり)","","","20.9","1.004","1.129","2.27","0.44"
"38035","ロールキャベツコンソメ煮(2個)","4℃以下で保存して下さい。 ","","(１食当たり)","","乳成分・小麦","76.4","2.524","3.774","9.185","0.38"
"38036","花形お好み焼き(1個)","4℃以下で保存して下さい。 ","","(１食当たり)","","卵・小麦","23.6","0.899","0.540","3.862","0.06"
"38037","じゃがマガオムレツ(2個)","4℃以下で保存して下さい。 ","","(１食当たり)","","卵・乳成分・小麦","67.7","3.974","2.880","6.188","0.45"
"38038","水菜とあげの煮浸し","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","38.0","2.265","1.262","5.190","0.55"
"38039","もやしの中華炒め","4℃以下で保存して下さい。 ","","(１食当たり)","","","19.8","1.596","1.243","1.585","0.40"
"38040","つきこんの白和え(揚げ無し)","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","32.5","1.768","1.131","4.451","0.36"
"38041","キャベツ炒め","4℃以下で保存して下さい。 ","","(１食当たり)","","","13.9","0.347","0.678","2.179","0.37"
"38042","根菜入り鶏つくね(2個）","4℃以下で保存して下さい。 ","","(１食当たり)","","卵・乳成分・小麦","80.4","5.172","2.940","8.157","0.66"
"38043","じゃがマガオムレツ(1個)","4℃以下で保存して下さい。 ","","(１食当たり)","","卵・乳成分・小麦","33.8","1.987","1.440","3.094","0.23"
"38044","ブロッコリーカツオ節和え","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","30.3","2.748","0.254","5.957","0.59"
"38045","豆腐ステーキ","4℃以下で保存して下さい。 ","","(１食当たり)","","卵","104.6","3.973","7.740","4.694","0.78"
"38046","じゃが芋コンソメ炒め","4℃以下で保存して下さい。 ","","(１食当たり)","","乳成分・小麦","41.9","0.906","0.506","8.752","0.32"
"38047","オムレツ（プレーン）1個","4℃以下で保存して下さい。 ","","(１食当たり)","","卵・小麦","40.6","3.038","2.460","1.688","0.24"
"38048","オムレツ（プレーン）2個","4℃以下で保存して下さい。 ","","(１食当たり)","","卵・小麦","79.8","6.069","4.920","2.910","0.48"
"38049","春雨コンソメ炒め","4℃以下で保存して下さい。 ","","(１食当たり)","","乳成分・小麦","33.9","0.129","1.499","5.263","0.32"
"38050","豆腐ステーキ(2個)","4℃以下で保存して下さい。 ","","(１食当たり)","","卵","139.2","5.296","10.320","6.164","1.04"
"38051","春菊からし和え","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","23.5","1.714","0.739","3.456","0.57"
"38052","ごま和え（春菊）","4℃以下で保存して下さい。 ","","(１食当たり)","","乳成分・小麦","24.6","1.285","1.414","2.593","0.16"
"38053","キャベツゆかり和え","4℃以下で保存して下さい。 ","","(１食当たり)","","","10.5","0.420","0.093","2.551","0.43"
"38054","大根のカツオ節和え","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","12.7","0.297","0.003","3.062","0.16"
"38055","根菜入り鶏つくね(1個)","4℃以下で保存して下さい。 ","","(１食当たり)","","卵・乳成分・小麦","36.4","2.328","1.323","3.727","0.30"
"38056","かぼちゃコロッケ","4℃以下で保存して下さい。 ","","(１食当たり)","","乳成分・小麦","195.0","2.443","11.020","22.098","0.37"
"38057","キャロット(2個)","4℃以下で保存して下さい。 ","","(１食当たり)","","","5.1","0.139","0.040","1.485","0.00"
"38058","人参インゲン豚バラ巻き（3個）","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","94.5","3.248","6.480","5.207","0.05"
"38059","キャベツコンソメ炒め","4℃以下で保存して下さい。 ","","(１食当たり)","","乳成分・小麦","16.4","0.445","0.660","2.788","0.35"
"38060","いんげん","4℃以下で保存して下さい。 ","","(１食当たり)","","","2.8","0.181","0.020","0.636","0.00"
"38061","みそ汁（ほうれん草・人参）","4℃以下で保存して下さい。 ","","(１食当たり)","","","5.3","0.477","0.055","1.075","0.06"
"38062","里芋くるみ和え(ツナ無し)","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","55.8","1.502","1.042","10.781","0.30"
