number,name,notice,count,measure,additive,allergen,cal,protein,fat,carbohydrates,salt
"38063","小松菜胡麻和え","4℃以下で保存して下さい。 ","","(１食当たり)","","乳成分・小麦","16.9","0.948","0.632","2.440","0.24"
"38064","鱈の塩焼き","4℃以下で保存して下さい。 ","","(１食当たり)","","","47.5","10.755","0.242","0.798","0.41"
"38065","炒め（人参・大根金平）","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","38.0","0.780","0.730","7.847","1.01"
"38066","肉詰ピーマン(2個）","4℃以下で保存して下さい。 ","","(１食当たり)","","卵・乳成分・小麦","53.9","3.011","1.980","6.399","0.48"
"38067","目玉風オムレツ(1個）","4℃以下で保存して下さい。 ","","(１食当たり)","","卵・乳成分","29.5","2.851","0.480","3.479","0.52"
"38068","照り焼きチキンステーキ(2個）","4℃以下で保存して下さい。 ","","(１食当たり)","リン酸塩(Na)、増粘剤（加工デンプン、キサンタン）、酒精、調味料（アミノ酸）、カラメル色素","小麦","158.0","13.149","8.800","6.973","1.20"
"38069","肉詰なす（3個）","4℃以下で保存して下さい。 ","","(１食当たり)","調味料（アミノ酸）、ピロリン酸Na","卵・小麦","53.4","2.865","1.650","7.367","0.38"
"38070","ミニ千草焼き(2個)","4℃以下で保存して下さい。 ","","(１食当たり)","リン酸塩(Na)、調味料（アミノ酸等）、ベーキングパウダー、着色料（カロチノイド）","卵","36.8","2.286","1.160","4.500","0.48"
"38071","鱈のカレー焼き","4℃以下で保存して下さい。 ","","(１食当たり)","","","47.1","10.502","0.225","1.097","0.47"
"38072","かきあげ(1個)","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","102.5","0.921","6.971","2.232","0.09"
"38073","煮物（厚揚げ・ピーマン）","4℃以下で保存して下さい。 ","","(１食当たり)","加工デンプン、凝固剤、保存料（アルコール）","乳成分・小麦","117.9","5.515","6.668","8.831","0.95"
"38074","イカ天ぷら(2個)","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","174.0","7.156","10.600","12.616","1.02"
"38075","赤魚味噌焼き","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","71.4","8.865","1.812","4.439","0.51"
"38076","キャベツ煮びたし","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","28.7","1.286","1.039","4.115","0.43"
"38077","竹輪磯辺揚げ","4℃以下で保存して下さい。 ","","(１食当たり)","増粘剤（加工デンプン）、炭酸Ca、調味料（アミノ酸）、pH調整剤、膨張剤、塩化Ca、キシロース","卵・小麦","98.2","2.078","7.372","6.014","0.39"
"38078","フィッシュフライ","4℃以下で保存して下さい。 ","","(１食当たり)","調味料（アミノ酸）、増粘剤（グァーガム）","小麦","68.7","5.963","0.700","9.463","0.45"
"38079","ポテトソテー","4℃以下で保存して下さい。 ","","(１食当たり)","","","24.0","0.654","0.036","5.544","0.23"
"38080","グリルハンバーグ80ｇ","4℃以下で保存して下さい。 ","","(１食当たり)","","卵・乳成分・小麦","177.1","8.337","11.600","8.979","1.12"
"38081","茄子ケチャップソース（肉なし）","4℃以下で保存して下さい。 ","","(１食当たり)","","","50.7","0.615","1.067","10.536","0.33"
"38082","とり天","4℃以下で保存して下さい。 ","","(１食当たり)","調味料（アミノ酸）、膨張剤","小麦","74.5","7.500","2.500","4.700","0.20"
"38083","カレールーフライ","4℃以下で保存して下さい。 ","","(１食当たり)","着色料（カラメル、アナトー）、加工デンプン、調味料（アミノ酸）、粘着多糖類","乳成分・小麦","179.8","2.611","13.500","12.208","0.65"
"38084","鱈の塩焼き","4℃以下で保存して下さい。 ","","(１食当たり)","","","45.0","10.740","0.240","0.000","0.70"
"38085","白菜煮浸し","4℃以下で保存して下さい。 ","","(１食当たり)","pH調整剤　調味料(アミノ酸等)","小麦","21.4","1.119","0.862","2.874","0.38"
"38086","たまねぎケチャップソース（肉なし）","4℃以下で保存して下さい。 ","","(１食当たり)","pH調整剤　調味料(アミノ酸等)","","47.9","0.846","1.904","7.756","0.80"
"38087","カニカマ天ぷら磯辺揚げ(2個)","4℃以下で保存して下さい。 ","","(１食当たり)","","卵・乳成分・小麦・えび・かに","57.4","2.049","1.280","9.210","0.48"
"38088","えびぷりっとカツ","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦・えび","170.7","5.012","10.850","13.478","0.40"
"38089","小松菜ボイル","4℃以下で保存して下さい。 ","","(１食当たり)","","","9.3","0.739","0.050","2.265","0.00"
"38090","インゲンピーナツ和え","4℃以下で保存して下さい。 ","","(１食当たり)","酸化防止剤（ビタミンE）","小麦・落花生","29.1","1.156","1.553","3.218","0.26"
"38091","鰆の味噌煮","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","112.4","12.285","5.916","3.660","0.47"
"38092","玉ねぎ卵とじ","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）、pH調整剤　調味料(アミノ酸等)","卵・小麦","93.9","4.443","2.825","13.406","1.32"
"38093","カレーライス（肉無し）","4℃以下で保存して下さい。 ","","(１食当たり)","pH調整剤　調味料(アミノ酸等)","乳成分・小麦","173.1","2.268","9.220","21.226","1.76"
"38094","煮物（三角さつま揚2個）","4℃以下で保存して下さい。 ","","(１食当たり)","加工デンプン、ソルビトール、調味料（アミノ酸等）、pH調整剤、保存料（アルコール）","卵・小麦","87.8","3.235","1.643","15.626","1.84"
"38095","白身フライ50g","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","76.3","5.811","1.350","10.384","0.45"
"38096","コインキャロット","4℃以下で保存して下さい。 ","","(１食当たり)","","","6.0","0.111","0.016","1.455","0.01"
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"48001","豆腐ハンバーグ(肉入り)（ゼリー）","4℃以下で保存して下さい。 ","","(１食当たり)","","卵・乳成分・小麦","137.4","5.674","9.720","6.907","1.10"
"48002","かぼちゃコロッケ","4℃以下で保存して下さい。 ","","(１食当たり)","","乳成分・小麦","193.3","2.414","11.020","21.566","0.36"
"48003","野菜コロッケ","4℃以下で保存して下さい。 ","","(１食当たり)","","","160.2","1.924","10.660","14.845","0.57"
"48004","里芋くるみ和え(ツナ無し)","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","43.8","1.221","0.640","8.737","0.17"
"48005","メンチカツ","4℃以下で保存して下さい。 ","","(１食当たり)","","乳成分・小麦","218.7","5.885","15.100","15.234","0.81"
"48006","プレーンオムレツ","4℃以下で保存して下さい。 ","","(１食当たり)","","卵","77.9","4.265","4.440","5.343","0.45"
"48007","プレーンオムレツ(2個)","4℃以下で保存して下さい。 ","","(１食当たり)","","卵・小麦","81.1","6.066","4.920","3.304","0.52"
"48008","えびかつ(2個)","4℃以下で保存して下さい。 ","","(１食当たり)","","卵・小麦・えび・かに","189.0","5.116","11.860","15.316","0.78"
"48009","大根葉とちくわの炒め物","4℃以下で保存して下さい。 ","","(１食当たり)","","","20.9","1.001","1.129","2.282","0.45"
"48010","ロールキャベツコンソメ煮(2個)","4℃以下で保存して下さい。 ","","(１食当たり)","","乳成分・小麦","75.8","2.548","3.799","8.765","0.66"
"48011","青梗菜鶏ガラ炒め","4℃以下で保存して下さい。 ","","(１食当たり)","pH調整剤　調味料(アミノ酸等)","","15.6","0.387","0.957","1.874","0.05"
"48012","根菜入り鶏つくね(2個)","4℃以下で保存して下さい。 ","","(１食当たり)","","卵・乳成分・小麦","72.1","4.648","2.646","7.231","0.61"
"48013","かきあげ(1個)","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","93.7","0.919","5.971","2.239","0.10"
"48014","大豆ミートのハンバーグ","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","94.0","7.208","2.880","11.125","1.01"
"48015","里芋のごま和え","4℃以下で保存して下さい。 ","","(１食当たり)","","乳成分・小麦","51.2","1.577","0.773","9.853","0.34"
"48016","豆腐ステーキ(2個)","4℃以下で保存して下さい。 ","","(１食当たり)","","卵","139.1","5.286","10.320","6.084","1.08"
"48017","根菜入り鶏つくね(2個)","4℃以下で保存して下さい。 ","","(１食当たり)","","卵・乳成分・小麦","72.1","4.648","2.646","7.231","0.61"
"48018","じゃが芋コンソメ炒め","4℃以下で保存して下さい。 ","","(１食当たり)","","乳成分・小麦","40.6","0.885","0.506","8.371","0.31"
"48019","オムレツ（プレーン）1個","4℃以下で保存して下さい。 ","","(１食当たり)","","卵・小麦","40.5","3.033","2.460","1.652","0.26"
"48020","オムレツ（プレーン）2個","4℃以下で保存して下さい。 ","","(１食当たり)","","卵・小麦","81.1","6.066","4.920","3.304","0.52"
"48021","春菊からし和え","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","22.3","1.597","0.678","3.463","0.47"
"48022","いんげん和え物","4℃以下で保存して下さい。 ","","(１食当たり)","","","22.9","0.842","1.099","3.265","0.51"
"48023","豆腐ステーキ(2個)","4℃以下で保存して下さい。 ","","(１食当たり)","","卵","139.1","5.286","10.320","6.084","1.08"
"48024","じゃがいも中華炒め","4℃以下で保存して下さい。 ","","(１食当たり)","","","31.9","0.716","0.321","6.750","0.25"
"48025","磯辺揚げ（竹輪）2個","4℃以下で保存して下さい。 ","","(１食当たり)","増粘剤（加工デンプン）炭酸Ca　調味料（アミノ酸）pH調整剤、膨張剤　塩化Ca　キシロース","卵・小麦","98.3","2.075","7.372","6.029","0.41"
"48026","チンゲン菜辛子あえ","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","15.3","0.945","0.328","2.586","0.54"
"48027","白菜のお浸し","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","20.1","0.617","0.059","4.835","0.51"
"48028","根菜入り鶏つくね(1個)","4℃以下で保存して下さい。 ","","(１食当たり)","","卵・乳成分・小麦","36.0","2.324","1.323","3.607","0.31"
"48029","キャロット(2個)","4℃以下で保存して下さい。 ","","(１食当たり)","","","5.8","0.141","0.040","1.679","0.01"
"48030","炒め（つきこん金平）","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","27.5","0.419","0.830","6.948","0.34"
"48031","和え物（じゃがいも・グリンピース）","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","34.5","1.055","0.042","7.921","0.41"
"48032","人参インゲン豚バラ巻き（3個）","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","94.3","3.243","6.480","5.127","0.07"
"48033","マカロニ炒め","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","33.2","1.262","0.164","6.948","0.34"
"48034","水菜の煮浸し","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","36.6","2.285","1.642","4.065","0.63"
"48035","すし具（人参煮）","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","7.8","0.154","0.042","2.249","0.12"
"48036","胡麻和え（白菜）","4℃以下で保存して下さい。 ","","(１食当たり)","","乳成分・小麦","18.5","0.720","0.641","2.990","0.28"
"48037","肉詰ピーマン(2個）","4℃以下で保存して下さい。 ","","(１食当たり)","","卵・乳成分・小麦","53.9","3.011","1.980","6.399","0.48"
"48038","チンゲン菜油炒め","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","","26.7","1.109","1.908","1.762","0.46"
"48039","ブロッコリーピーナツ和え","4℃以下で保存して下さい。 ","","(１食当たり)","酸化防止剤（ビタミンE）","小麦・落花生","30.3","2.285","1.396","3.298","0.25"
